"4", "7", "14", "28", "56", "126", "210"
131, 21, 66, 6, 3, 0, 0
117, 50, 132, 23, 7, 0, 0
80, 58, 137, 23, 5, 0, 0
36, 58, 135, 31, 9, 0, 0
15, 37, 86, 22, 13, 1, 2
12, 29, 78, 19, 10, 0, 0
8, 23, 74, 36, 11, 3, 0
4, 15, 73, 43, 11, 2, 0
2, 10, 55, 36, 4, 5, 0
0, 6, 38, 22, 7, 0, 0
1, 7, 28, 18, 1, 0, 1
0, 5, 40, 28, 3, 0, 0
1, 3, 15, 9, 0, 0, 0
0, 2, 21, 18, 7, 0, 0
1, 0, 12, 7, 3, 0, 0
1, 3, 51, 280, 256, 148, 150
