"4", "7", "10", "14", "21", "49"
36, 23, 14, 6, 3, 1
17, 9, 10, 2, 2, 0
10, 12, 8, 7, 3, 2
4, 9, 7, 4, 4, 0
3, 5, 9, 5, 1, 1
1, 3, 5, 6, 4, 3
3, 2, 2, 5, 5, 1
0, 0, 2, 12, 20, 21
