"4", "7", "10", "14", "21", "49"
225, 132, 73, 46, 22, 2
149, 88, 52, 45, 22, 2
77, 47, 47, 31, 25, 2
28, 31, 28, 25, 16, 3
9, 22, 14, 24, 14, 4
2, 7, 18, 18, 10, 4
0, 1, 12, 15, 12, 4
0, 0, 4, 16, 49, 60
